"model_id","base_id","inference_type","confidence","inference_source"
"mradermacher/Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B-i1-GGUF","mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B' -> 'mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-GGUF'"
"mradermacher/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B-i1-GGUF","DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B; cardData.base_model_relation=finetune"
"mradermacher/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B-i1-GGUF","DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B","quantized","high","explicit_tag | base_model:quantized:DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-256k-ctx-36B"
"nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview","abeja/ABEJA-Qwen2.5-32b-Japanese-v0.1","finetune","high","explicit_card | cardData.base_model=abeja/ABEJA-Qwen2.5-32b-Japanese-v0.1; cardData.base_model_relation=finetune"
"nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview","nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview","finetune","high","explicit_card | cardData.base_model=nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview; cardData.base_model_relation=finetune"
"nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview","abeja/ABEJA-Qwen2.5-32b-Japanese-v0.1","merge","high","explicit_tag | base_model:merge:abeja/ABEJA-Qwen2.5-32b-Japanese-v0.1"
"nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview","nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview","merge","high","explicit_tag | base_model:merge:nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview"
"Mungert/granite-8b-code-instruct-4k-GGUF","ibm-granite/granite-8b-code-base-4k","finetune","high","explicit_card | cardData.base_model=ibm-granite/granite-8b-code-base-4k; cardData.base_model_relation=finetune"
"Mungert/granite-8b-code-instruct-4k-GGUF","ibm-granite/granite-8b-code-base-4k","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-8b-code-base-4k"
"mradermacher/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B-i1-GGUF","DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B","finetune","high","explicit_card | cardData.base_model=DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B; cardData.base_model_relation=finetune"
"mradermacher/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B-i1-GGUF","DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B","quantized","high","explicit_tag | base_model:quantized:DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B"
"TheBloke/deepseek-coder-33B-base-GPTQ","deepseek-ai/deepseek-coder-33b-base","finetune","high","explicit_card | cardData.base_model=deepseek-ai/deepseek-coder-33b-base; cardData.base_model_relation=finetune"
"TheBloke/deepseek-coder-33B-base-GPTQ","deepseek-ai/deepseek-coder-33b-base","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/deepseek-coder-33b-base"
"happypatrick/Qwen3.5-122B-A10B-heretic-int4-AutoRound","trohrbaugh/Qwen3.5-122B-A10B-heretic","finetune","high","explicit_card | cardData.base_model=trohrbaugh/Qwen3.5-122B-A10B-heretic; cardData.base_model_relation=finetune"
"happypatrick/Qwen3.5-122B-A10B-heretic-int4-AutoRound","trohrbaugh/Qwen3.5-122B-A10B-heretic","quantized","high","explicit_tag | base_model:quantized:trohrbaugh/Qwen3.5-122B-A10B-heretic"
"SandLogicTechnologies/SmolLM-1.7B-Instruct-GGUF","HuggingFaceTB/SmolLM-1.7B-Instruct","finetune","high","explicit_card | cardData.base_model=HuggingFaceTB/SmolLM-1.7B-Instruct; cardData.base_model_relation=finetune"
"SandLogicTechnologies/SmolLM-1.7B-Instruct-GGUF","HuggingFaceTB/SmolLM-1.7B-Instruct","quantized","high","explicit_tag | base_model:quantized:HuggingFaceTB/SmolLM-1.7B-Instruct"
"prithivMLmods/Blitzar-Coder-4B-F.1","prithivMLmods/Qwen3-4B-ft-bf16","finetune","high","explicit_card | cardData.base_model=prithivMLmods/Qwen3-4B-ft-bf16; cardData.base_model_relation=finetune"
"swardiantara/ADFLER-albert-base-v2","albert/albert-base-v2","finetune","high","explicit_card | cardData.base_model=albert/albert-base-v2; cardData.base_model_relation=finetune"
"kevinbayes/Hermes-3-Llama-3.1-8B.llamafile","meta-llama/Llama-3.1-8B","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3.1-8B; cardData.base_model_relation=finetune | validated: base_id 'meta-llama/Meta-Llama-3.1-8B' -> 'meta-llama/Llama-3.1-8B'"
"umjunsik1323/Qwen2.5-Coder-1.5B-roblox","Qwen/Qwen2.5-Coder-1.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B-Instruct; cardData.base_model_relation=finetune"
"umjunsik1323/Qwen2.5-Coder-1.5B-roblox","Qwen/Qwen2.5-Coder-1.5B-Instruct","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen2.5-Coder-1.5B-Instruct"
"m0feng/Qwen2.5-Coder-3B-Instruct-llmhoneypot","Qwen/Qwen2.5-Coder-3B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-3B-Instruct; cardData.base_model_relation=finetune"
"onnx-community/CodeBERTa-small-v1-ONNX","huggingface/CodeBERTa-small-v1","finetune","high","explicit_card | cardData.base_model=huggingface/CodeBERTa-small-v1; cardData.base_model_relation=finetune"
"onnx-community/CodeBERTa-small-v1-ONNX","huggingface/CodeBERTa-small-v1","quantized","high","explicit_tag | base_model:quantized:huggingface/CodeBERTa-small-v1"
"Jongsim/Qwen3.5-35B-A3B-heretic-Opus-4.6-Distilled","Jongsim/Qwen3.5-35B-A3B-heretic","finetune","high","explicit_card | cardData.base_model=Jongsim/Qwen3.5-35B-A3B-heretic; cardData.base_model_relation=finetune"
"SandLogicTechnologies/Phi-3-medium-128k-instruct-GGUF","microsoft/Phi-3-medium-128k-instruct","finetune","high","explicit_card | cardData.base_model=microsoft/Phi-3-medium-128k-instruct; cardData.base_model_relation=finetune"
"SandLogicTechnologies/Phi-3-medium-128k-instruct-GGUF","microsoft/Phi-3-medium-128k-instruct","quantized","high","explicit_tag | base_model:quantized:microsoft/Phi-3-medium-128k-instruct"
"qihoo360/TinyR1-32B-Preview","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-32B; cardData.base_model_relation=finetune"
"TevunahAi/Nemotron-3-Nano-30B-A3B-GPTQ","nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16","quantized","high","explicit_card | cardData.base_model=nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16; cardData.base_model_relation=quantized"
"EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math","EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code","finetune","high","explicit_card | cardData.base_model=EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code; cardData.base_model_relation=finetune"
"gabriellarson/Qwen3-4B-Thinking-2507-GGUF","Qwen/Qwen3-4B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Thinking-2507; cardData.base_model_relation=finetune"
"gabriellarson/Qwen3-4B-Thinking-2507-GGUF","Qwen/Qwen3-4B-Thinking-2507","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-4B-Thinking-2507"
"TIGER-Lab/VisCoder2-7B","Qwen/Qwen2.5-Coder-7B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-7B-Instruct; cardData.base_model_relation=finetune"
"TheBloke/Octocoder-GPTQ","bigcode/octocoder","finetune","high","explicit_card | cardData.base_model=bigcode/octocoder; cardData.base_model_relation=finetune"
"TheBloke/Octocoder-GPTQ","bigcode/octocoder","quantized","high","explicit_tag | base_model:quantized:bigcode/octocoder"
"mradermacher/AlchemistCoder-DS-6.7B-GGUF","internlm/AlchemistCoder-DS-6.7B","finetune","high","explicit_card | cardData.base_model=internlm/AlchemistCoder-DS-6.7B; cardData.base_model_relation=finetune"
"mradermacher/AlchemistCoder-DS-6.7B-GGUF","internlm/AlchemistCoder-DS-6.7B","quantized","high","explicit_tag | base_model:quantized:internlm/AlchemistCoder-DS-6.7B"
"unsloth/Qwen3-VL-30B-A3B-Instruct","Qwen/Qwen3-VL-30B-A3B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-VL-30B-A3B-Instruct; cardData.base_model_relation=finetune"
"cmp-nct/Qwen3-4B-Instruct-2507-GGUF","Qwen/Qwen3-4B-Instruct-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Instruct-2507; cardData.base_model_relation=finetune"
"cmp-nct/Qwen3-4B-Instruct-2507-GGUF","Qwen/Qwen3-4B-Instruct-2507","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-4B-Instruct-2507"
"DC2H-Uhim/Qwen3-8B","Qwen/Qwen3-8B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B-Base; cardData.base_model_relation=finetune"
"Daemontatox/Zirel-3","cerebras/GLM-4.5-Air-REAP-82B-A12B","finetune","high","explicit_card | cardData.base_model=cerebras/GLM-4.5-Air-REAP-82B-A12B; cardData.base_model_relation=finetune"
"semantixai/LloroV3","codellama/CodeLlama-7b-Instruct-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-7b-Instruct-hf; cardData.base_model_relation=finetune"
"nmcglo/Qwen3-0.6B-rk3588-1.2.2","Qwen/Qwen3-0.6B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B-Base; cardData.base_model_relation=finetune"
"prithivMLmods/UIGEN-X-4B-0729-f32-GGUF","Tesslate/UIGEN-X-4B-0729","finetune","high","explicit_card | cardData.base_model=Tesslate/UIGEN-X-4B-0729; cardData.base_model_relation=finetune"
"prithivMLmods/UIGEN-X-4B-0729-f32-GGUF","Tesslate/UIGEN-X-4B-0729","quantized","high","explicit_tag | base_model:quantized:Tesslate/UIGEN-X-4B-0729"
"QuantFactory/internlm2-chat-7b-sft-GGUF","internlm/internlm2-chat-7b-sft","finetune","high","explicit_card | cardData.base_model=internlm/internlm2-chat-7b-sft; cardData.base_model_relation=finetune"
"QuantFactory/internlm2-chat-7b-sft-GGUF","internlm/internlm2-chat-7b-sft","quantized","high","explicit_tag | base_model:quantized:internlm/internlm2-chat-7b-sft"
"ofloxacin/af-qwen3-1b","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"huawei-noah/pycodegpt-CodeCLM-partial-100m","Daoguang/PyCodeGPT","finetune","high","explicit_card | cardData.base_model=Daoguang/PyCodeGPT; cardData.base_model_relation=finetune"
"luminousresearch/L0-PolyCore-4B-Base","Qwen/Qwen3-4B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Base; cardData.base_model_relation=finetune"
"DavidAU/ERNIE-4.5-37B-A3B-Thinking-Brainstorm20x","baidu/ERNIE-4.5-21B-A3B-Thinking","finetune","high","explicit_card | cardData.base_model=baidu/ERNIE-4.5-21B-A3B-Thinking; cardData.base_model_relation=finetune"
"VidhuMathur/bart-log-summarization","facebook/bart-base","finetune","high","explicit_card | cardData.base_model=facebook/bart-base; cardData.base_model_relation=finetune"
"Sid77449/sift","Qwen/Qwen2.5-0.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-0.5B; cardData.base_model_relation=finetune"
"Sid77449/sift","Qwen/Qwen2.5-0.5B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-0.5B"
"mradermacher/FluentlyQwen3-Coder-4B-0909-GGUF","fluently/FluentlyQwen3-Coder-4B-0909","finetune","high","explicit_card | cardData.base_model=fluently/FluentlyQwen3-Coder-4B-0909; cardData.base_model_relation=finetune"
"mradermacher/FluentlyQwen3-Coder-4B-0909-GGUF","fluently/FluentlyQwen3-Coder-4B-0909","quantized","high","explicit_tag | base_model:quantized:fluently/FluentlyQwen3-Coder-4B-0909"
"archit11/qwen-4b-hyperswitch-v1","Qwen/Qwen3-4B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B; cardData.base_model_relation=finetune"
"ylfeng/sccdec-lora","LLM4Binary/llm4decompile-6.7b-v1.5","finetune","high","explicit_card | cardData.base_model=LLM4Binary/llm4decompile-6.7b-v1.5; cardData.base_model_relation=finetune"
"ylfeng/sccdec-lora","LLM4Binary/llm4decompile-6.7b-v1.5","adapter","high","explicit_tag | base_model:adapter:LLM4Binary/llm4decompile-6.7b-v1.5"
"MaziyarPanahi/japanese-stablelm-base-gamma-7b-Mistral-7B-Instruct-v0.1","mistralai/Mistral-7B-Instruct-v0.1","merge","high","openai_inference"
"MaziyarPanahi/japanese-stablelm-base-gamma-7b-Mistral-7B-Instruct-v0.1","stabilityai/japanese-stablelm-base-gamma-7b","merge","high","openai_inference"
"Random7878/Life","openai-community/gpt2","finetune","high","explicit_card | cardData.base_model=openai-community/gpt2; cardData.base_model_relation=finetune"
"Random7878/Life","deepseek-ai/DeepSeek-R1","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1; cardData.base_model_relation=finetune"
"AHAMED-27/VAGOsolutions-Llama-3-SauerkrautLM-8b-Instruct-openassistant-guanaco","VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct","finetune","high","explicit_card | cardData.base_model=VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct; cardData.base_model_relation=finetune"
"AHAMED-27/VAGOsolutions-Llama-3-SauerkrautLM-8b-Instruct-openassistant-guanaco","VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct","adapter","high","explicit_tag | base_model:adapter:VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct"
"RedHatAI/granite-3.1-2b-instruct-FP8-dynamic","ibm-granite/granite-3.1-2b-instruct","finetune","high","explicit_card | cardData.base_model=ibm-granite/granite-3.1-2b-instruct; cardData.base_model_relation=finetune"
"RedHatAI/granite-3.1-2b-instruct-FP8-dynamic","ibm-granite/granite-3.1-2b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-2b-instruct"
"TheBloke/CodeLlama-70B-Python-GPTQ","codellama/CodeLlama-70b-Python-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-70b-Python-hf; cardData.base_model_relation=finetune"
"TheBloke/CodeLlama-70B-Python-GPTQ","codellama/CodeLlama-70b-Python-hf","quantized","high","explicit_tag | base_model:quantized:codellama/CodeLlama-70b-Python-hf"
"Flexan/NoesisLab-Kai-0.35B-Instruct-GGUF","NoesisLab/Kai-0.35B-Instruct","finetune","high","explicit_card | cardData.base_model=NoesisLab/Kai-0.35B-Instruct; cardData.base_model_relation=finetune"
"Flexan/NoesisLab-Kai-0.35B-Instruct-GGUF","NoesisLab/Kai-0.35B-Instruct","quantized","high","explicit_tag | base_model:quantized:NoesisLab/Kai-0.35B-Instruct"
"mradermacher/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B-GGUF","DavidAU/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B; cardData.base_model_relation=finetune"
"mradermacher/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B-GGUF","DavidAU/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B","quantized","high","explicit_tag | base_model:quantized:DavidAU/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B"
"RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Qwen-7B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-7B; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Qwen-7B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-7B"
"decompute/Qwen2.5-Coder-1.5B-Instruct","Qwen/Qwen2.5-Coder-1.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B; cardData.base_model_relation=finetune"
"TheBloke/Pandalyst_13B_V1.0-AWQ","pipizhao/Pandalyst_13B_V1.0","finetune","high","explicit_card | cardData.base_model=pipizhao/Pandalyst_13B_V1.0; cardData.base_model_relation=finetune"
"TheBloke/Pandalyst_13B_V1.0-AWQ","pipizhao/Pandalyst_13B_V1.0","quantized","high","explicit_tag | base_model:quantized:pipizhao/Pandalyst_13B_V1.0"
"StageMind/qwen3-30b-a3b","Qwen/Qwen3-30B-A3B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-30B-A3B; cardData.base_model_relation=finetune"
"StageMind/qwen3-30b-a3b","Qwen/Qwen3-30B-A3B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-30B-A3B"
"openwalrus/Qwen3-32B","Qwen/Qwen3-32B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-32B; cardData.base_model_relation=finetune"
"openwalrus/Qwen3-32B","Qwen/Qwen3-32B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-32B"
"nightmedia/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B-qx86-hi-mlx","DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B","finetune","high","explicit_card | cardData.base_model=DavidAU/Llama-3.2-PKD-Deckard-Almost-Human-abliterated-uncensored-7B; cardData.base_model_relation=finetune"
"lukealonso/Qwen3.5-397B-A17B-NVFP4","Qwen/Qwen3.5-397B-A17B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3.5-397B-A17B; cardData.base_model_relation=finetune"
"lukealonso/Qwen3.5-397B-A17B-NVFP4","Qwen/Qwen3.5-397B-A17B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3.5-397B-A17B"
"surogate/Qwen3-4B-FP8","Qwen/Qwen3-4B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B; cardData.base_model_relation=finetune"
"surogate/Qwen3-4B-FP8","Qwen/Qwen3-4B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-4B"
"TheBloke/genz-13B-v2-GGUF","budecosystem/genz-13b-v2","finetune","high","explicit_card | cardData.base_model=budecosystem/genz-13b-v2; cardData.base_model_relation=finetune"
"TheBloke/genz-13B-v2-GGUF","budecosystem/genz-13b-v2","quantized","high","explicit_tag | base_model:quantized:budecosystem/genz-13b-v2"
"samkeet/GPT_124M","openai-community/gpt2","finetune","high","explicit_card | cardData.base_model=openai-community/gpt2; cardData.base_model_relation=finetune"
"rdhika/BasePlate","google-bert/bert-base-uncased","finetune","high","explicit_card | cardData.base_model=google-bert/bert-base-uncased; cardData.base_model_relation=finetune"
"ffang2025/Affine-config-v1","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"Kiy-K/Fyodor-Q3-8B-Instruct","Qwen/Qwen3-8B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B; cardData.base_model_relation=finetune"
"Kiy-K/Fyodor-Q3-8B-Instruct","Qwen/Qwen3-8B","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen3-8B"
"OpenLLM-Korea/EXAONE-Deep-32B","LGAI-EXAONE/EXAONE-3.5-32B-Instruct","finetune","high","explicit_card | cardData.base_model=LGAI-EXAONE/EXAONE-3.5-32B-Instruct; cardData.base_model_relation=finetune"
"morganstanley/qqWen-14B-pretrain","Qwen/Qwen2.5-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-14B-Instruct; cardData.base_model_relation=finetune"
"sonyashijin/qwen3-32b-verilog-lora","Qwen/Qwen3-32B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-32B; cardData.base_model_relation=finetune"
"sonyashijin/qwen3-32b-verilog-lora","Qwen/Qwen3-32B","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen3-32B"
"VextLabs/vext-pentest-7b","Qwen/Qwen2.5-7B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-7B-Instruct; cardData.base_model_relation=finetune"
"VextLabs/vext-pentest-7b","Qwen/Qwen2.5-7B-Instruct","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen2.5-7B-Instruct"
"TheBloke/Code-13B-AWQ","ajibawa-2023/Code-13B","finetune","high","explicit_card | cardData.base_model=ajibawa-2023/Code-13B; cardData.base_model_relation=finetune"
"TheBloke/Code-13B-AWQ","ajibawa-2023/Code-13B","quantized","high","explicit_tag | base_model:quantized:ajibawa-2023/Code-13B"
"AGENTDARS/Reviewer-32B","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-32B; cardData.base_model_relation=finetune"
"AGENTDARS/Reviewer-32B","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","adapter","high","explicit_tag | base_model:adapter:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B"
"Dogestella/rtune-gpt-oss-20b-finetune","openai/gpt-oss-20b","finetune","high","explicit_card | cardData.base_model=openai/gpt-oss-20b; cardData.base_model_relation=finetune"
"Dogestella/rtune-gpt-oss-20b-finetune","openai/gpt-oss-20b","adapter","high","explicit_tag | base_model:adapter:openai/gpt-oss-20b"
"DavidAU/OpenAi-GPT-oss-20b-HERETIC-uncensored-NEO-Imatrix-gguf","p-e-w/gpt-oss-20b-heretic","finetune","high","explicit_card | cardData.base_model=p-e-w/gpt-oss-20b-heretic; cardData.base_model_relation=finetune"
"DavidAU/OpenAi-GPT-oss-20b-HERETIC-uncensored-NEO-Imatrix-gguf","p-e-w/gpt-oss-20b-heretic","quantized","high","explicit_tag | base_model:quantized:p-e-w/gpt-oss-20b-heretic"
"bartowski/starcoder2-15b-instruct-v0.1-exl2","bigcode/starcoder2-15b","finetune","high","explicit_card | cardData.base_model=bigcode/starcoder2-15b; cardData.base_model_relation=finetune"
