"model_id","SE_task_name","SE_activity","se_reasoning"
"s0ck3t/CyberSec-Assistant-3B","Static analysis","Software quality assurance","The model card explicitly details its applicability to the SQA phase through its ""DevSecOps"" capabilities. Specifically, the ""Example 4: DevSecOps Pipeline"" output describes integrating security checks like SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning into a CI/CD pipeline. Furthermore, the ""Use Cases"" section lists ""Application Security"" and ""DevSecOps Engineers,"" with tasks including secure coding guidance (OWASP Top 10), code review checklists, and CI/CD pipeline security integration, all of which are core activities within the SQA phase."
"s0ck3t/CyberSec-Assistant-3B","Information security","Software quality assurance","The model card explicitly details its applicability to the SQA phase through its ""DevSecOps"" capabilities. Specifically, the ""Example 4: DevSecOps Pipeline"" output describes integrating security checks like SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning into a CI/CD pipeline. Furthermore, the ""Use Cases"" section lists ""Application Security"" and ""DevSecOps Engineers,"" with tasks including secure coding guidance (OWASP Top 10), code review checklists, and CI/CD pipeline security integration, all of which are core activities within the SQA phase."
"s0ck3t/CyberSec-Assistant-3B","Construction for security","Software quality assurance","The model card explicitly details its applicability to the SQA phase through its ""DevSecOps"" capabilities. Specifically, the ""Example 4: DevSecOps Pipeline"" output describes integrating security checks like SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning into a CI/CD pipeline. Furthermore, the ""Use Cases"" section lists ""Application Security"" and ""DevSecOps Engineers,"" with tasks including secure coding guidance (OWASP Top 10), code review checklists, and CI/CD pipeline security integration, all of which are core activities within the SQA phase."
"s0ck3t/CyberSec-Assistant-3B","Security testing","Software quality assurance","The model card explicitly details its applicability to the SQA phase through its ""DevSecOps"" capabilities. Specifically, the ""Example 4: DevSecOps Pipeline"" output describes integrating security checks like SAST (Static Analysis), DAST (Dynamic Analysis), and dependency scanning into a CI/CD pipeline. Furthermore, the ""Use Cases"" section lists ""Application Security"" and ""DevSecOps Engineers,"" with tasks including secure coding guidance (OWASP Top 10), code review checklists, and CI/CD pipeline security integration, all of which are core activities within the SQA phase."
"sh0ck0r/Qwen3-VL-2B-Instruct-heretic","Code generation","Software implementation","The model card explicitly states a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which is a form of code generation. Additionally, the associated abstract mentions that the model family achieves state-of-the-art results in ""tasks in code generation,"" which is an explicit criterion for SI relevance."
"sh0ck0r/Qwen3-VL-32B-Thinking-heretic","Code generation","Software implementation","The model card explicitly mentions a ""Visual Coding Boost"" feature that ""Generates Draw.io/HTML/CSS/JS from images/videos,"" which falls under the category of code generation. Additionally, the associated arXiv paper abstract states that the model achieves state-of-the-art results on benchmarks for tasks including ""code generation."""
"dealignai/Step-3.5-Flash-REAP-149B-A11B-4bit-MLX-CRACK","Code generation","Software implementation","The model card's ""Test Results"" section explicitly lists ""Code generation"" as a tested capability and notes the result as ""â Working implementations,"" which directly aligns with the criteria for the Software Implementation (SI) phase."
"dealignai/Step-3.5-Flash-REAP-121B-A11B-6bit-MLX-CRACK","Code generation","Software implementation","The model card's ""Test Results"" section explicitly states that the model was tested for ""Code generation"" and produced ""Working implementations,"" which is a core task of the Software Implementation phase as defined in the criteria."
"dealignai/Step-3.5-Flash-REAP-121B-A11B-4bit-MLX-CRACK","Code generation","Software implementation","The model card's ""Test Results"" section explicitly states that the model was tested for ""Code generation"" and produced ""Working implementations,"" which directly aligns with the criteria for the Software Implementation (SI) phase."
"Thireus/Qwen3.5-2B-THIREUS-IQ1_M-SPECIAL_SPLIT","Code generation","Software implementation","The associated arXiv paper abstract explicitly mentions an attack scenario involving ""insecure code generation,"" which directly relates to the Software Implementation (SI) task of code generation."
"ghost-actual/qwen35-0.8b-opus-abliterated-heretic","Code generation","Software implementation","The model card, in the ""What it's good at"" section, explicitly lists ""Code generation and scripting"" as one of the model's capabilities. ""Code generation"" is a direct criterion for applicability to the Software Implementation (SI) phase."
"wasfox/qwen3.5-4b-zeta-gguf","Code editing","Software implementation","The model card explicitly states it was fine-tuned for ""inline code editing,"" which is listed as a relevant task for the Software Implementation (SI) phase in the provided criteria."
"dineth554/legion-coder-8m-10k","Coding","Software implementation","The model card explicitly states that it is a ""code generation"" model, a task directly listed in the criteria for Software Implementation. It also includes ""code-generation"" and ""coding"" in its tags, and all provided usage examples demonstrate generating code from a natural language prompt."
