entity_id,entity_type,issues,status
Salesforce/codegen-2B-multi,Model,user_published_model;model_defined_for;model_cites_paper,ok
unsloth/GLM-4.7-REAP-218B-A32B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
tensorblock/bloomz-1b7-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
mradermacher/Qwen3-Esper3-Reasoning-CODER-Instruct-6B-Brainstorm20x-GGUF,Model,user_published_model;model_trained_on;model_trained_on;model_trained_on,ok
RichardErkhov/Bin12345_-_AutoCoder_S_6.7B-gguf,Model,user_published_model;model_cites_paper,ok
variopa123/Qwen3-Coder-480B-A35B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
flytech/togetherchat-dev-7b-v2,Model,created_user_node;user_published_model;model_defined_for,ok
threenewbee/Babelbit-bb59,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
anubhav200/Qwen3-0.6B-openvino-int4,Model,user_published_model;model_defined_for;model_cites_paper,ok
toolevalxm/qwen2.5-7b-coder_spec,Model,user_published_model;model_cites_paper,ok
Bojun-Feng/Qwen2.5-Coder-14B-Instruct-GGUF-llamafile,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
semantixai/Lloro,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
TheBloke/CodeLlama-13B-Python-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
redponike/Qwen3-VL-30B-A3B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
khushimalik53/codex-finetune,Model,created_user_node;user_published_model;model_trained_on,ok
TheBloke/deepseek-coder-1.3b-instruct-AWQ,Model,user_published_model;model_defined_for,ok
muralcode/Zion-Aritha-AI-AR2-7B,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/Qwen3-Yoyo-V4-42B-A3B-Thinking-TOTAL-RECALL-PKDick-V-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on,ok
nanda-rani/TTPXHunter,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Naholav/diverse-instruction,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
NeoChen1024/aesthetic-shadow-v2-backup,Model,created_user_node;user_published_model;model_defined_for,ok
thuniverse-ai/SiliconMind-V1-Olmo-3-7B-Think-GGUF,Model,user_published_model;model_defined_for,ok
RichardErkhov/TechxGenus_-_CursorCore-Yi-1.5B-LC-gguf,Model,user_published_model;model_cites_paper,ok
championonaa/w-4-14-00-11-03,Model,user_published_model;model_defined_for;model_cites_paper,ok
LeroyDyer/_Spydaz_Web_AI_LlavaNextVideo,Model,user_published_model;created_task_node;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
surogate/Qwen3-1.7B-FP8,Model,user_published_model;model_defined_for;model_cites_paper,ok
arcee-ai/Virtuoso-Lite-PreDistill,Model,user_published_model;model_defined_for,ok
QuantTrio/MiniMax-M2-REAP-162B-A10B-AWQ,Model,user_published_model;model_defined_for;model_cites_paper,ok
Xuhash/graphcodebert-base,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
chutesai/Ling-1T-FP8,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper,ok
replit/replit-code-v1_5-3b,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on,ok
richardyoung/Qwen3-Coder-480B-GGUF,Model,user_published_model;model_defined_for,ok
Locutusque/Hercules-4.0-Yi-34B,Model,user_published_model;model_defined_for;model_trained_on,ok
jncraton/Llama-3.1-Nemotron-Nano-4B-v1.1-ct2-int8,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper,ok
QuantFactory/AlchemistCoder-L-7B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
JoshXT/AGiXT-AbilitySelect-270m-ONNX,Model,created_user_node;user_published_model;model_defined_for,ok
RichardErkhov/Qwen_-_Qwen2.5-Coder-1.5B-Instruct-4bits,Model,user_published_model;model_cites_paper;model_cites_paper,ok
deneme0001/Qwen2.5-Coder-Diverse-Instruct-LoRA,Model,created_user_node;user_published_model,ok
AlphaGaO/UIGEN-X-8B-GPTQ,Model,user_published_model;model_defined_for,ok
smcleod/llama-3-1-8b-smcleod-golang-coder-v3,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
flyingfishinwater/starcoder2-3b-instruct-gguf,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/SenecaLLM_x_Qwen2.5-7B-CyberSecurity-i1-GGUF,Model,user_published_model,ok
RichardErkhov/hpcgroup_-_hpc-coder-v2-6.7b-gguf,Model,user_published_model,ok
muhammedAdnan3/LawBuddy,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
Cloudy1225/stackoverflow-roberta-base-sentiment,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
RichardErkhov/codellama_-_CodeLlama-70b-hf-gguf,Model,user_published_model;model_cites_paper,ok
oumi-ai/test-e2e-qwen3-1.7b-hf-vanilla,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
lmstudio-community/deepseek-coder-1.3B-kexer-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
duyntnet/Qwen2.5-Coder-7B-Instruct-imatrix-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
codeparrot/codeparrot-small-text-to-code,Model,user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on,ok
FIRSTACCOUNT69/symlink-test-s32,Model,created_user_node;user_published_model,ok
nvidia/NVIDIA-Nemotron-Parse-v1.2,Model,user_published_model;model_defined_for,ok
CometAPI/gpt-5-mini,Model,user_published_model,ok
SaulLu/cotet5_small_fix,Model,created_user_node;user_published_model;model_trained_on;model_cites_paper;model_cites_paper,ok
PLM-Team/PLM-1.8B-Base,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
iwamu/bert-data-analyst-matcher,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-8B-DND-Almost-Human-C-GGUF,Model,user_published_model;model_trained_on,ok
osirisbrain/OsirisPtah-Coder-v7-MLX,Model,created_user_node;user_published_model;model_defined_for,ok
lemon42-ai/ThreatDetect-C-Cpp,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper,ok
thesven/Aether-Qwen2-0.5B-SFT-v0.0.2-GPTQ,Model,user_published_model;model_defined_for;model_trained_on,ok
bullerwins/Qwen3-Coder-30B-A3B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
opencsg/opencsg-stable-code-3b-v1,Model,user_published_model;model_defined_for,ok
yuansui/qwen3-8b,Model,user_published_model;model_defined_for;model_cites_paper,ok
morganstanley/qqWen-7B-pretrain,Model,user_published_model;model_defined_for;model_cites_paper,ok
Netsnake/SmolLCoder-1.7B-Instruct-Q4_K_M-GGUF,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
cyankiwi/JanusCoder-14B-AWQ-4bit,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen3-MOE-2x4B-8B-Jan-Nano-Instruct-II-i1-GGUF,Model,user_published_model,ok
scthornton/granite-20b-code-securecode,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
RedHatAI/DeepSeek-R1-Distill-Llama-8B-quantized.w8a8,Model,user_published_model;model_defined_for;model_cites_paper,ok
knowledgator/gliner-pii-base-v1.0,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
WinkingFace/Mit-ThinkDeeply-0.5B-gguf,Model,user_published_model,ok
Fu01978/OLMo-2-1B-openai-gsm8k,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
semantixai/LloroV3,Model,user_published_model;model_defined_for;model_trained_on,ok
Soumyajit-7/code-reasoning-deepseek-8b,Model,created_user_node;user_published_model;model_defined_for,ok
cdreetz/kwen2.5-1.5b,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Goekdeniz-Guelmez/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1-gguf,Model,user_published_model;model_defined_for,ok
ThomasBaruzier/Qwen2.5-Coder-3B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
badmadrad/Mistral-Small-3.1-DRAFT-0.5B-MLX-4bit,Model,created_user_node;user_published_model;model_defined_for,ok
CometAPI/kimi-k2-thinking,Model,user_published_model,ok
prithivMLmods/WebMind-7B-v0.1,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
lmstudio-community/Qwen2.5-Coder-1.5B-Instruct-GGUF,Model,user_published_model;model_defined_for,ok
introvoyz041/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx-mlx-8Bit,Model,user_published_model;model_defined_for,ok
YorkieOH10/starcoder2-15b-instruct-v0.1-Q8_0-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
leliuga/mistral-7b-instruct-v0.2-bnb-4bit,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
disham993/electrical-classification-bert-base,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
Mungert/granite-3b-code-base-2k-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
RichardErkhov/Qwen_-_CodeQwen1.5-7B-Chat-gguf,Model,user_published_model;model_cites_paper,ok
FBogaerts/Llama-3.1-8B-Instruct-Finetuned.Q4_K_M.gguf,Model,user_published_model;model_defined_for,ok
SOTAagi2030/AssistantModel-Best,Model,user_published_model;model_defined_for,ok
TheBloke/CodeLlama-34B-AWQ,Model,user_published_model;model_defined_for;model_cites_paper,ok
EricSpencer00/chattla-20b,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
unsloth/granite-4.0-h-micro-base-unsloth-bnb-4bit,Model,user_published_model;model_defined_for,ok
SYSUSELab/DCS-Llama2-7B-It-SupCon-CSN,Model,user_published_model;model_cites_paper;model_cites_paper,ok
hicai-zju/InstructProtein,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
MuratKomurcu/stm32-hal-codegen,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mochodek/comment-bert-subject,Model,user_published_model;model_defined_for,ok
JetBrains-Research/OpenCoder-1.5B-Text-Chunks-Py,Model,user_published_model;model_defined_for;model_cites_paper,ok
Salesforce/codet5-base-codexglue-sum-php,Model,user_published_model,ok
freddm/Devstral-Small-2-24B-Instruct-2512-GGUF,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
alecglover/Affine-v6,Model,user_published_model;model_defined_for;model_cites_paper,ok
unsloth/granite-4.0-micro-base,Model,user_published_model;model_defined_for,ok
tablegpt/TableGPT-R1,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
FredZhang7/claudegpt-code-logic-debugger-v0.1,Model,created_user_node;user_published_model;model_defined_for,ok
TheBloke/genz-13B-v2-GGUF,Model,user_published_model;model_defined_for,ok
tbmod/phi-4,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
ilyass31/Vulnera_Scan,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Mistral-2x24B-MOE-Power-Magistral-Devstral-Reasoning-Ultimate-44B-GGUF,Model,user_published_model,ok
RichardErkhov/internlm_-_AlchemistCoder-L-7B-gguf,Model,user_published_model;model_cites_paper,ok
yasserrmd/GLM4.7-Distill-LFM2.5-1.2B,Model,user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on,ok
Thireus/Qwen3.5-0.8B-THIREUS-IQ1_BN-SPECIAL_SPLIT,Model,user_published_model;model_cites_paper,ok
not-lain/PyGPT,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
VermouthDry/Qwen3-VL-235B-A22B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
SYSUSELab/DCS-Llama2-13B-It-MNTP,Model,user_published_model;model_cites_paper;model_cites_paper,ok
tablegpt/TableGPT2-7B,Model,user_published_model;created_paper_stub;model_cites_paper,ok
TheBloke/deepseek-coder-1.3b-instruct-GGUF,Model,user_published_model,ok
RichardErkhov/Zardos_-_Kant-Test-0.1-Mistral-7B-gguf,Model,user_published_model;model_cites_paper,ok
Wanfq/FuseLLM-7B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
festr2/GLM-5-NVFP4-MTP,Model,created_user_node;user_published_model,ok
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-Instruct-4bits,Model,user_published_model;model_cites_paper;model_cites_paper,ok
cortexso/hermes3,Model,user_published_model;model_defined_for;model_cites_paper,ok
xiaowu0162/repoformer-3b,Model,user_published_model;model_cites_paper,ok
mradermacher/Qwen3-DD-LoveCraft-Master-of-Horror-Jan-v1-256k-ctx-8B-GGUF,Model,user_published_model;model_trained_on,ok
aaravriyer193/monke-0.4b-v1.1,Model,created_user_node;user_published_model,ok
RichardErkhov/alibaba-pai_-_Qwen2-7B-Instruct-Refine-gguf,Model,user_published_model;model_cites_paper,ok
mradermacher/Qwen3-MOE-2x4B-8B-Jan-Nano-Instruct-II-GGUF,Model,user_published_model,ok
introvoyz041/Qwen3-Deckard-Large-Almost-Human-6B-III-F-mlx-mlx-6Bit,Model,user_published_model;model_defined_for;model_trained_on,ok
abhinavkulkarni/Salesforce-codegen25-7b-multi-w4-g128-awq,Model,created_user_node;user_published_model;model_defined_for,ok
Canstralian/RedTeamAI,Model,user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
SashaSheykina/codeT5small-finetuned-cXg-nl-to-code,Model,user_published_model,ok
RichardErkhov/ajibawa-2023_-_Code-Llama-3-8B-gguf,Model,user_published_model,ok
suka-nlp/Llama_2_finetune,Model,user_published_model;model_trained_on,ok
Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int4,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
bartowski/AlchemistCoder-CL-7B-GGUF,Model,user_published_model;model_defined_for,ok
VextLabs/vext-pentest-7b,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
prithivMLmods/Viper-Coder-HybridMini-v1.3,Model,user_published_model;model_defined_for,ok
mradermacher/Qwen3-Shining-Lucy-CODER-2.4B-e32-mix2-GGUF,Model,user_published_model;model_trained_on;model_trained_on;model_trained_on,ok
cerebras/MiniMax-M2.5-REAP-139B-A10B,Model,user_published_model;model_defined_for;model_cites_paper,ok
QuantFactory/codegeex4-all-9b-GGUF,Model,user_published_model;model_defined_for,ok
rootxhacker/CodeAstra-7B,Model,created_user_node;user_published_model;model_defined_for,ok
Azurastar2903/Qwen3-0.6B-rk3588-1.2.1,Model,user_published_model;model_defined_for;model_cites_paper,ok
rohitnagareddy/AdbhutMOE-Coding-Finetuned,Model,user_published_model;model_trained_on,ok
